BRGY_CODE,REGION,MUNICIPALITY,PROVINCE,BRGY,URBANITY,,,
12812057,NL,ILOCOS NORTE,LAOAG CITY (Capital),"Bgy. No. 4, San Guillermo (Pob.)",URBAN,#REF!,0,0
12812058,NL,ILOCOS NORTE,LAOAG CITY (Capital),"Bgy. No. 15, San Guillermo (Pob.)",URBAN,#REF!,0,0
12812059,NL,ILOCOS NORTE,LAOAG CITY (Capital),"Bgy. No. 12, San Isidro (Pob.)",URBAN,#REF!,0,0
12812060,NL,ILOCOS NORTE,LAOAG CITY (Capital),"Bgy. No. 16, San Jacinto (Pob.)",URBAN,#REF!,0,0
12812061,NL,ILOCOS NORTE,LAOAG CITY (Capital),"Bgy. No. 10, San Jose (Pob.)",URBAN,#REF!,0,0
12812062,NL,ILOCOS NORTE,LAOAG CITY (Capital),"Bgy. No. 1, San Lorenzo (Pob.)",URBAN,#REF!,4,4
12812063,NL,ILOCOS NORTE,LAOAG CITY (Capital),"Bgy. No. 26, San Marcelino (Pob.)",RURAL,#REF!,0,0
12812064,NL,ILOCOS NORTE,LAOAG CITY (Capital),"Bgy. No. 52-A, San Mateo",RURAL,#REF!,0,0
12812065,NL,ILOCOS NORTE,LAOAG CITY (Capital),"Bgy. No. 23, San Matias (Pob.)",RURAL,#REF!,0,0
12812066,NL,ILOCOS NORTE,LAOAG CITY (Capital),"Bgy. No. 20, San Miguel (Pob.)",URBAN,#REF!,0,0
12812067,NL,ILOCOS NORTE,LAOAG CITY (Capital),"Bgy. No. 21, San Pedro (Pob.)",RURAL,#REF!,5,5
12812068,NL,ILOCOS NORTE,LAOAG CITY (Capital),"Bgy. No. 5, San Pedro (Pob.)",URBAN,#REF!,0,0
12812069,NL,ILOCOS NORTE,LAOAG CITY (Capital),"Bry. No. 18, San Quirino (Pob.)",RURAL,#REF!,0,0
12812070,NL,ILOCOS NORTE,LAOAG CITY (Capital),"Bgy. No. 8, San Vicente (Pob.)",URBAN,#REF!,0,0
12812071,NL,ILOCOS NORTE,LAOAG CITY (Capital),"Bgy. No. 9, Santa Angela (Pob.)",URBAN,#REF!,0,0
12812072,NL,ILOCOS NORTE,LAOAG CITY (Capital),"Bgy. No. 11, Santa Balbina (Pob.)",URBAN,#REF!,0,0
12812073,NL,ILOCOS NORTE,LAOAG CITY (Capital),"Bgy. No. 25, Santa Cayetana (Pob.)",RURAL,#REF!,0,0
12812074,NL,ILOCOS NORTE,LAOAG CITY (Capital),"Bgy. No. 2, Santa Joaquina (Pob.)",URBAN,#REF!,0,0
12812075,NL,ILOCOS NORTE,LAOAG CITY (Capital),"Bgy. No. 19, Santa Marcela (Pob.)",URBAN,#REF!,0,0
12812076,NL,ILOCOS NORTE,LAOAG CITY (Capital),"Bgy. No. 30-B, Santa Maria",RURAL,#REF!,0,0
12812077,NL,ILOCOS NORTE,LAOAG CITY (Capital),"Bgy. No. 39, Santa Rosa",RURAL,#REF!,0,0
12812078,NL,ILOCOS NORTE,LAOAG CITY (Capital),"Bgy. No. 14, Santo Tomas (Pob.)",URBAN,#REF!,0,0
12812079,NL,ILOCOS NORTE,LAOAG CITY (Capital),"Bgy. No. 29, Santo Tomas (Pob.)",RURAL,#REF!,0,0
12812080,NL,ILOCOS NORTE,LAOAG CITY (Capital),"Bgy. No. 30-A, Suyo",URBAN,#REF!,0,0
12812081,NL,ILOCOS NORTE,LAOAG CITY (Capital),"Bgy. No. 31, Talingaan",RURAL,#REF!,0,0
12812082,NL,ILOCOS NORTE,LAOAG CITY (Capital),"Bgy. No. 45, Tangid",RURAL,#REF!,0,0
12812083,NL,ILOCOS NORTE,LAOAG CITY (Capital),"Bgy. No. 55-C, Vira",RURAL,#REF!,0,0
12812084,NL,ILOCOS NORTE,LAOAG CITY (Capital),"Bgy. No. 44, Zamboanga",RURAL,#REF!,0,0
12813001,NL,ILOCOS NORTE,MARCOS,Pacifico (Agunit),RURAL,#REF!,0,0
12813003,NL,ILOCOS NORTE,MARCOS,Imelda (Capariaan),RURAL,#REF!,0,0
12813004,NL,ILOCOS NORTE,MARCOS,Elizabeth (Culao),RURAL,#REF!,0,0
12813005,NL,ILOCOS NORTE,MARCOS,Daquioag,RURAL,#REF!,0,0
12813006,NL,ILOCOS NORTE,MARCOS,Escoda,RURAL,#REF!,0,0
12813007,NL,ILOCOS NORTE,MARCOS,Ferdinand,URBAN,#REF!,0,0
12813008,NL,ILOCOS NORTE,MARCOS,Fortuna,RURAL,#REF!,0,0
12813009,NL,ILOCOS NORTE,MARCOS,Lydia (Pob.),RURAL,#REF!,0,0
12813010,NL,ILOCOS NORTE,MARCOS,Mabuti,RURAL,#REF!,0,0
12813011,NL,ILOCOS NORTE,MARCOS,Valdez (Biding),RURAL,#REF!,0,0
12813012,NL,ILOCOS NORTE,MARCOS,Tabucbuc (Ragas),RURAL,#REF!,0,0
12813013,NL,ILOCOS NORTE,MARCOS,Santiago,RURAL,#REF!,0,0
12813014,NL,ILOCOS NORTE,MARCOS,Cacafean,RURAL,#REF!,0,0
12814001,NL,ILOCOS NORTE,NUEVA ERA,Acnam,RURAL,#REF!,0,0
12814002,NL,ILOCOS NORTE,NUEVA ERA,Barangobong,RURAL,#REF!,0,0
12814003,NL,ILOCOS NORTE,NUEVA ERA,Barikir,RURAL,#REF!,0,0
12814004,NL,ILOCOS NORTE,NUEVA ERA,Bugayong,RURAL,#REF!,0,0
12814005,NL,ILOCOS NORTE,NUEVA ERA,Cabittauran,RURAL,#REF!,0,0
12814006,NL,ILOCOS NORTE,NUEVA ERA,Caray,RURAL,#REF!,0,0
12814007,NL,ILOCOS NORTE,NUEVA ERA,Garnaden,RURAL,#REF!,0,0
12814008,NL,ILOCOS NORTE,NUEVA ERA,Naguillan (Pagpag-ong),RURAL,#REF!,0,0
12814009,NL,ILOCOS NORTE,NUEVA ERA,Poblacion,RURAL,#REF!,0,0
12814010,NL,ILOCOS NORTE,NUEVA ERA,Santo Niño,RURAL,#REF!,0,0
12814011,NL,ILOCOS NORTE,NUEVA ERA,Uguis,RURAL,#REF!,0,0
12815001,NL,ILOCOS NORTE,PAGUDPUD,Aggasi,RURAL,#REF!,0,0
12815003,NL,ILOCOS NORTE,PAGUDPUD,Baduang,RURAL,#REF!,0,0
12815004,NL,ILOCOS NORTE,PAGUDPUD,Balaoi,URBAN,#REF!,0,0
12815005,NL,ILOCOS NORTE,PAGUDPUD,Burayoc,RURAL,#REF!,0,0
12815006,NL,ILOCOS NORTE,PAGUDPUD,Caunayan,RURAL,#REF!,0,0
12815007,NL,ILOCOS NORTE,PAGUDPUD,Dampig,RURAL,#REF!,0,0
12815008,NL,ILOCOS NORTE,PAGUDPUD,Ligaya,RURAL,#REF!,0,0
12815010,NL,ILOCOS NORTE,PAGUDPUD,Pancian,RURAL,#REF!,0,0
12815011,NL,ILOCOS NORTE,PAGUDPUD,Pasaleng,RURAL,#REF!,0,0
12815012,NL,ILOCOS NORTE,PAGUDPUD,Poblacion 1,RURAL,#REF!,0,0
12815013,NL,ILOCOS NORTE,PAGUDPUD,Poblacion 2,RURAL,#REF!,0,0
12815014,NL,ILOCOS NORTE,PAGUDPUD,Saguigui,RURAL,#REF!,0,0
12815015,NL,ILOCOS NORTE,PAGUDPUD,Saud,RURAL,#REF!,0,0
12815016,NL,ILOCOS NORTE,PAGUDPUD,Subec,RURAL,#REF!,0,0
12815017,NL,ILOCOS NORTE,PAGUDPUD,Tarrag,RURAL,#REF!,0,0
12815018,NL,ILOCOS NORTE,PAGUDPUD,Caparispisan,RURAL,#REF!,0,0
12816001,NL,ILOCOS NORTE,PAOAY,Bacsil,RURAL,#REF!,0,0
12816002,NL,ILOCOS NORTE,PAOAY,Cabagoan,RURAL,#REF!,0,0
12816003,NL,ILOCOS NORTE,PAOAY,Cabangaran,RURAL,#REF!,0,0
12816004,NL,ILOCOS NORTE,PAOAY,Callaguip,RURAL,#REF!,0,0
12816005,NL,ILOCOS NORTE,PAOAY,Cayubog,RURAL,#REF!,0,0
12816006,NL,ILOCOS NORTE,PAOAY,Dolores,URBAN,#REF!,0,0
12816007,NL,ILOCOS NORTE,PAOAY,Laoa,RURAL,#REF!,0,0
12816008,NL,ILOCOS NORTE,PAOAY,Masintoc,RURAL,#REF!,0,0
12816009,NL,ILOCOS NORTE,PAOAY,Monte,RURAL,#REF!,0,0
12816010,NL,ILOCOS NORTE,PAOAY,Mumulaan,RURAL,#REF!,0,0
12816011,NL,ILOCOS NORTE,PAOAY,Nagbacalan,RURAL,#REF!,5,5
12816012,NL,ILOCOS NORTE,PAOAY,Nalasin,RURAL,#REF!,0,0
12816013,NL,ILOCOS NORTE,PAOAY,Nanguyudan,RURAL,#REF!,0,0
12816014,NL,ILOCOS NORTE,PAOAY,Oaig-Upay-Abulao,RURAL,#REF!,0,0
12816015,NL,ILOCOS NORTE,PAOAY,Pambaran,RURAL,#REF!,0,0
12816016,NL,ILOCOS NORTE,PAOAY,Pannaratan (Pob.),RURAL,#REF!,0,0
12816017,NL,ILOCOS NORTE,PAOAY,Paratong,RURAL,#REF!,0,0
12816018,NL,ILOCOS NORTE,PAOAY,Pasil,RURAL,#REF!,0,0
12816019,NL,ILOCOS NORTE,PAOAY,Salbang (Pob.),URBAN,#REF!,0,0
12816020,NL,ILOCOS NORTE,PAOAY,San Agustin,RURAL,#REF!,0,0
12816021,NL,ILOCOS NORTE,PAOAY,San Blas (Pob.),RURAL,#REF!,0,0
12816022,NL,ILOCOS NORTE,PAOAY,San Juan,RURAL,#REF!,0,0
12816025,NL,ILOCOS NORTE,PAOAY,San Pedro,URBAN,#REF!,0,0
12816028,NL,ILOCOS NORTE,PAOAY,San Roque (Pob.),RURAL,#REF!,0,0
12816029,NL,ILOCOS NORTE,PAOAY,Sangladan Pob. (Nalbuan),RURAL,#REF!,0,0
12816030,NL,ILOCOS NORTE,PAOAY,Santa Rita (Pob.),RURAL,#REF!,0,0
12816031,NL,ILOCOS NORTE,PAOAY,Sideg,RURAL,#REF!,0,0
12816032,NL,ILOCOS NORTE,PAOAY,Suba,RURAL,#REF!,0,0
12816033,NL,ILOCOS NORTE,PAOAY,Sungadan,RURAL,#REF!,5,5
12816034,NL,ILOCOS NORTE,PAOAY,Surgui,RURAL,#REF!,0,0
12816035,NL,ILOCOS NORTE,PAOAY,Veronica,RURAL,#REF!,0,0
12817001,NL,ILOCOS NORTE,PASUQUIN,Batuli,RURAL,#REF!,0,0
12817002,NL,ILOCOS NORTE,PASUQUIN,Binsang,RURAL,#REF!,0,0
12817003,NL,ILOCOS NORTE,PASUQUIN,Nalvo (Cababaan-Nalvo),RURAL,#REF!,0,0
12817004,NL,ILOCOS NORTE,PASUQUIN,Caruan,RURAL,#REF!,0,0
12817005,NL,ILOCOS NORTE,PASUQUIN,Carusikis,RURAL,#REF!,0,0
12817006,NL,ILOCOS NORTE,PASUQUIN,Carusipan,RURAL,#REF!,0,0
12817007,NL,ILOCOS NORTE,PASUQUIN,Dadaeman,RURAL,#REF!,0,0
12817008,NL,ILOCOS NORTE,PASUQUIN,Darupidip,RURAL,#REF!,0,0
12817009,NL,ILOCOS NORTE,PASUQUIN,Davila,RURAL,#REF!,0,0
12817010,NL,ILOCOS NORTE,PASUQUIN,Dilanis,RURAL,#REF!,0,0
12817011,NL,ILOCOS NORTE,PASUQUIN,Dilavo,RURAL,#REF!,0,0
12817012,NL,ILOCOS NORTE,PASUQUIN,Estancia,RURAL,#REF!,0,0
12817014,NL,ILOCOS NORTE,PASUQUIN,Naglicuan,RURAL,#REF!,0,0
12817015,NL,ILOCOS NORTE,PASUQUIN,Nagsanga,RURAL,#REF!,0,0
12817016,NL,ILOCOS NORTE,PASUQUIN,Ngabangab,RURAL,#REF!,0,0
12817017,NL,ILOCOS NORTE,PASUQUIN,Pangil,RURAL,#REF!,0,0
12817018,NL,ILOCOS NORTE,PASUQUIN,Poblacion 1,RURAL,#REF!,0,0
12817019,NL,ILOCOS NORTE,PASUQUIN,Poblacion 2,RURAL,#REF!,0,0
12817020,NL,ILOCOS NORTE,PASUQUIN,Poblacion 3,RURAL,#REF!,0,0
12817021,NL,ILOCOS NORTE,PASUQUIN,Poblacion 4,RURAL,#REF!,0,0
12817022,NL,ILOCOS NORTE,PASUQUIN,Pragata (Pragata-Bungro),RURAL,#REF!,0,0
12817023,NL,ILOCOS NORTE,PASUQUIN,Puyupuyan,RURAL,#REF!,0,0
12817024,NL,ILOCOS NORTE,PASUQUIN,Sulongan,RURAL,#REF!,0,0
12817025,NL,ILOCOS NORTE,PASUQUIN,Salpad,RURAL,#REF!,0,0
12817026,NL,ILOCOS NORTE,PASUQUIN,San Juan,RURAL,#REF!,0,0
12817027,NL,ILOCOS NORTE,PASUQUIN,Santa Catalina,RURAL,#REF!,0,0
12817028,NL,ILOCOS NORTE,PASUQUIN,Santa Matilde,RURAL,#REF!,0,0
12817029,NL,ILOCOS NORTE,PASUQUIN,Sapat,RURAL,#REF!,0,0
12817030,NL,ILOCOS NORTE,PASUQUIN,Sulbec,RURAL,#REF!,0,0
12817031,NL,ILOCOS NORTE,PASUQUIN,Surong,RURAL,#REF!,0,0
12817032,NL,ILOCOS NORTE,PASUQUIN,Susugaen,RURAL,#REF!,0,0
12817033,NL,ILOCOS NORTE,PASUQUIN,Tabungao,RURAL,#REF!,0,0
12817034,NL,ILOCOS NORTE,PASUQUIN,Tadao,RURAL,#REF!,0,0
12818001,NL,ILOCOS NORTE,PIDDIG,Ab-abut,RURAL,#REF!,0,0
12818002,NL,ILOCOS NORTE,PIDDIG,Abucay,RURAL,#REF!,0,0
12818003,NL,ILOCOS NORTE,PIDDIG,Anao (Pob.),RURAL,#REF!,0,0
12818004,NL,ILOCOS NORTE,PIDDIG,Arua-ay,RURAL,#REF!,0,0
12818005,NL,ILOCOS NORTE,PIDDIG,Bimmanga,RURAL,#REF!,0,0
12818006,NL,ILOCOS NORTE,PIDDIG,Boyboy,RURAL,#REF!,0,0
12818007,NL,ILOCOS NORTE,PIDDIG,Cabaroan (Pob.),RURAL,#REF!,0,0
12818008,NL,ILOCOS NORTE,PIDDIG,Calambeg,RURAL,#REF!,0,0
12818009,NL,ILOCOS NORTE,PIDDIG,Callusa,RURAL,#REF!,0,0
12818010,NL,ILOCOS NORTE,PIDDIG,Dupitac,RURAL,#REF!,0,0
12818011,NL,ILOCOS NORTE,PIDDIG,Estancia,RURAL,#REF!,0,0
12818012,NL,ILOCOS NORTE,PIDDIG,Gayamat,RURAL,#REF!,0,0
12818013,NL,ILOCOS NORTE,PIDDIG,Lagandit,RURAL,#REF!,0,0
12818014,NL,ILOCOS NORTE,PIDDIG,Libnaoan,RURAL,#REF!,0,0
12818015,NL,ILOCOS NORTE,PIDDIG,Loing (Pob.),RURAL,#REF!,0,0
12818016,NL,ILOCOS NORTE,PIDDIG,Maab-abaca,RURAL,#REF!,0,0
12818017,NL,ILOCOS NORTE,PIDDIG,Mangitayag,RURAL,#REF!,0,0
12818018,NL,ILOCOS NORTE,PIDDIG,Maruaya,RURAL,#REF!,0,0
12818019,NL,ILOCOS NORTE,PIDDIG,San Antonio,RURAL,#REF!,0,0
12818020,NL,ILOCOS NORTE,PIDDIG,Santa Maria,RURAL,#REF!,0,0
12818021,NL,ILOCOS NORTE,PIDDIG,Sucsuquen,RURAL,#REF!,0,0
12818022,NL,ILOCOS NORTE,PIDDIG,Tangaoan,RURAL,#REF!,0,0
12818023,NL,ILOCOS NORTE,PIDDIG,Tonoton,RURAL,#REF!,0,0
12819001,NL,ILOCOS NORTE,PINILI,Aglipay,URBAN,#REF!,0,0
12819002,NL,ILOCOS NORTE,PINILI,Apatut-Lubong,RURAL,#REF!,0,0
12819003,NL,ILOCOS NORTE,PINILI,Badio,RURAL,#REF!,0,0
12819004,NL,ILOCOS NORTE,PINILI,Barbar,RURAL,#REF!,0,0
12819005,NL,ILOCOS NORTE,PINILI,Buanga,RURAL,#REF!,0,0
12819006,NL,ILOCOS NORTE,PINILI,Bulbulala,RURAL,#REF!,0,0
12819007,NL,ILOCOS NORTE,PINILI,Bungro,RURAL,#REF!,0,0
12819008,NL,ILOCOS NORTE,PINILI,Cabaroan,RURAL,#REF!,0,0
12819009,NL,ILOCOS NORTE,PINILI,Capangdanan,RURAL,#REF!,0,0
12819010,NL,ILOCOS NORTE,PINILI,Dalayap,URBAN,#REF!,0,0
12819011,NL,ILOCOS NORTE,PINILI,Darat,URBAN,#REF!,0,0
12819012,NL,ILOCOS NORTE,PINILI,Gulpeng,RURAL,#REF!,0,0
12819013,NL,ILOCOS NORTE,PINILI,Liliputen,RURAL,#REF!,0,0
12819014,NL,ILOCOS NORTE,PINILI,Lumbaan-Bicbica,RURAL,#REF!,0,0
12819015,NL,ILOCOS NORTE,PINILI,Nagtrigoan,RURAL,#REF!,0,0
12819016,NL,ILOCOS NORTE,PINILI,Pagdilao (Pob.),URBAN,#REF!,0,0
12819017,NL,ILOCOS NORTE,PINILI,Pugaoan,RURAL,#REF!,0,0
12819018,NL,ILOCOS NORTE,PINILI,Puritac,RURAL,#REF!,0,0
12819019,NL,ILOCOS NORTE,PINILI,Sacritan,RURAL,#REF!,0,0
12819020,NL,ILOCOS NORTE,PINILI,Salanap,RURAL,#REF!,0,0
12819021,NL,ILOCOS NORTE,PINILI,Santo Tomas,RURAL,#REF!,0,0
12819022,NL,ILOCOS NORTE,PINILI,Tartarabang,RURAL,#REF!,0,0
12819023,NL,ILOCOS NORTE,PINILI,Puzol,RURAL,#REF!,0,0
12819024,NL,ILOCOS NORTE,PINILI,Upon,RURAL,#REF!,0,0
12819025,NL,ILOCOS NORTE,PINILI,Valbuena (Pob.),URBAN,#REF!,0,0
12820001,NL,ILOCOS NORTE,SAN NICOLAS,San Francisco (Pob.),URBAN,#REF!,0,0
12820002,NL,ILOCOS NORTE,SAN NICOLAS,San Ildefonso (Pob.),URBAN,#REF!,0,0
12820003,NL,ILOCOS NORTE,SAN NICOLAS,San Agustin,RURAL,#REF!,0,0
12820004,NL,ILOCOS NORTE,SAN NICOLAS,San Baltazar (Pob.),URBAN,#REF!,0,0
12820005,NL,ILOCOS NORTE,SAN NICOLAS,San Bartolome (Pob.),URBAN,#REF!,0,0
12820006,NL,ILOCOS NORTE,SAN NICOLAS,San Cayetano (Pob.),RURAL,#REF!,0,0
12820007,NL,ILOCOS NORTE,SAN NICOLAS,San Eugenio (Pob.),RURAL,#REF!,0,0
12820008,NL,ILOCOS NORTE,SAN NICOLAS,San Fernando (Pob.),URBAN,#REF!,0,0
12820009,NL,ILOCOS NORTE,SAN NICOLAS,San Gregorio (Pob.),RURAL,#REF!,0,0
12820010,NL,ILOCOS NORTE,SAN NICOLAS,San Guillermo,URBAN,#REF!,0,0
12820011,NL,ILOCOS NORTE,SAN NICOLAS,San Jose (Pob.),RURAL,#REF!,0,0
12820012,NL,ILOCOS NORTE,SAN NICOLAS,San Juan Bautista (Pob.),RURAL,#REF!,0,0
12820013,NL,ILOCOS NORTE,SAN NICOLAS,San Lorenzo,URBAN,#REF!,0,0
12820014,NL,ILOCOS NORTE,SAN NICOLAS,San Lucas (Pob.),URBAN,#REF!,0,0
12820015,NL,ILOCOS NORTE,SAN NICOLAS,San Marcos (Payas),URBAN,#REF!,0,0
12820016,NL,ILOCOS NORTE,SAN NICOLAS,San Miguel (Pob.),URBAN,#REF!,0,0
12820017,NL,ILOCOS NORTE,SAN NICOLAS,San Pablo,RURAL,#REF!,0,0
12820018,NL,ILOCOS NORTE,SAN NICOLAS,San Paulo (Pob.),RURAL,#REF!,0,0
12820019,NL,ILOCOS NORTE,SAN NICOLAS,San Pedro (Bingao),RURAL,#REF!,0,0
12820020,NL,ILOCOS NORTE,SAN NICOLAS,San Rufino (Pob.),RURAL,#REF!,0,0
12820021,NL,ILOCOS NORTE,SAN NICOLAS,San Silvestre (Pob.),RURAL,#REF!,0,0
12820022,NL,ILOCOS NORTE,SAN NICOLAS,Santa Asuncion (Samac),URBAN,#REF!,0,0
12820023,NL,ILOCOS NORTE,SAN NICOLAS,Santa Cecilia (Barabar),RURAL,#REF!,0,0
12820024,NL,ILOCOS NORTE,SAN NICOLAS,Santa Monica (Nagrebcan),RURAL,#REF!,0,0
12821001,NL,ILOCOS NORTE,SARRAT,San Agustin (Pob.),URBAN,#REF!,0,0
12821002,NL,ILOCOS NORTE,SARRAT,San Andres,RURAL,#REF!,0,0
12821003,NL,ILOCOS NORTE,SARRAT,San Antonio,RURAL,#REF!,0,0
12821004,NL,ILOCOS NORTE,SARRAT,San Bernabe,RURAL,#REF!,0,0
12821005,NL,ILOCOS NORTE,SARRAT,San Cristobal,RURAL,#REF!,0,0
12821006,NL,ILOCOS NORTE,SARRAT,San Felipe,RURAL,#REF!,0,0
12821007,NL,ILOCOS NORTE,SARRAT,San Francisco (Pob.),RURAL,#REF!,0,0
12821008,NL,ILOCOS NORTE,SARRAT,San Isidro,URBAN,#REF!,0,0
12821009,NL,ILOCOS NORTE,SARRAT,San Joaquin (Pob.),URBAN,#REF!,0,0
12821010,NL,ILOCOS NORTE,SARRAT,San Jose,RURAL,#REF!,0,0
12821011,NL,ILOCOS NORTE,SARRAT,San Juan,RURAL,#REF!,0,0
12821012,NL,ILOCOS NORTE,SARRAT,San Leandro (Pob.),RURAL,#REF!,0,0
12821014,NL,ILOCOS NORTE,SARRAT,San Lorenzo,RURAL,#REF!,0,0
12821015,NL,ILOCOS NORTE,SARRAT,San Manuel,RURAL,#REF!,0,0
12821016,NL,ILOCOS NORTE,SARRAT,San Marcos,RURAL,#REF!,0,0
12821017,NL,ILOCOS NORTE,SARRAT,San Nicolas,RURAL,#REF!,0,0
12821018,NL,ILOCOS NORTE,SARRAT,San Pedro,RURAL,#REF!,0,0
12821019,NL,ILOCOS NORTE,SARRAT,San Roque,RURAL,#REF!,0,0
12821020,NL,ILOCOS NORTE,SARRAT,San Vicente (Pob.),RURAL,#REF!,0,0
12821021,NL,ILOCOS NORTE,SARRAT,Santa Barbara (Pob.),RURAL,#REF!,0,0
12821022,NL,ILOCOS NORTE,SARRAT,Santa Magdalena,RURAL,#REF!,0,0
12821023,NL,ILOCOS NORTE,SARRAT,Santa Rosa,RURAL,#REF!,0,0
12821024,NL,ILOCOS NORTE,SARRAT,Santo Santiago,RURAL,#REF!,0,0
12821025,NL,ILOCOS NORTE,SARRAT,Santo Tomas,RURAL,#REF!,0,0
12822001,NL,ILOCOS NORTE,SOLSONA,Aguitap,RURAL,#REF!,0,0
12822002,NL,ILOCOS NORTE,SOLSONA,Bagbag,RURAL,#REF!,0,0
12822003,NL,ILOCOS NORTE,SOLSONA,Bagbago,RURAL,#REF!,0,0
12822004,NL,ILOCOS NORTE,SOLSONA,Barcelona,RURAL,#REF!,0,0
12822005,NL,ILOCOS NORTE,SOLSONA,Bubuos,RURAL,#REF!,0,0
12822006,NL,ILOCOS NORTE,SOLSONA,Capurictan,RURAL,#REF!,0,0
12822007,NL,ILOCOS NORTE,SOLSONA,Catangraran,RURAL,#REF!,0,0
12822008,NL,ILOCOS NORTE,SOLSONA,Darasdas,RURAL,#REF!,0,0
12822009,NL,ILOCOS NORTE,SOLSONA,Juan (Pob.),URBAN,#REF!,0,0
12822010,NL,ILOCOS NORTE,SOLSONA,Laureta (Pob.),RURAL,#REF!,0,0
12822011,NL,ILOCOS NORTE,SOLSONA,Lipay,RURAL,#REF!,0,0
12822012,NL,ILOCOS NORTE,SOLSONA,Maananteng,RURAL,#REF!,0,0
12822013,NL,ILOCOS NORTE,SOLSONA,Manalpac,RURAL,#REF!,0,0
12822014,NL,ILOCOS NORTE,SOLSONA,Mariquet,RURAL,#REF!,0,0
12822015,NL,ILOCOS NORTE,SOLSONA,Nagpatpatan,RURAL,#REF!,0,0
12822016,NL,ILOCOS NORTE,SOLSONA,Nalasin,RURAL,#REF!,0,0
12822017,NL,ILOCOS NORTE,SOLSONA,Puttao,RURAL,#REF!,0,0
12822018,NL,ILOCOS NORTE,SOLSONA,San Juan,RURAL,#REF!,0,0
12822019,NL,ILOCOS NORTE,SOLSONA,San Julian,RURAL,#REF!,0,0
12822020,NL,ILOCOS NORTE,SOLSONA,Santa Ana,RURAL,#REF!,0,0
12822021,NL,ILOCOS NORTE,SOLSONA,Santiago,RURAL,#REF!,0,0
12822022,NL,ILOCOS NORTE,SOLSONA,Talugtog,RURAL,#REF!,0,0
12823001,NL,ILOCOS NORTE,VINTAR,Abkir,RURAL,#REF!,0,0
12823003,NL,ILOCOS NORTE,VINTAR,Alsem,RURAL,#REF!,0,0
12823005,NL,ILOCOS NORTE,VINTAR,Bago,RURAL,#REF!,0,0
12823010,NL,ILOCOS NORTE,VINTAR,Bulbulala,RURAL,#REF!,0,0
12823011,NL,ILOCOS NORTE,VINTAR,Cabangaran,RURAL,#REF!,0,0
12823012,NL,ILOCOS NORTE,VINTAR,Cabayo,RURAL,#REF!,0,0
12823013,NL,ILOCOS NORTE,VINTAR,Cabisocolan,RURAL,#REF!,0,0
12823014,NL,ILOCOS NORTE,VINTAR,Canaam,RURAL,#REF!,0,0
12823015,NL,ILOCOS NORTE,VINTAR,Columbia,RURAL,#REF!,0,0
12823016,NL,ILOCOS NORTE,VINTAR,Dagupan,RURAL,#REF!,0,0
12823017,NL,ILOCOS NORTE,VINTAR,Pedro F. Alviar (Diaton),RURAL,#REF!,0,0
12823019,NL,ILOCOS NORTE,VINTAR,Dipilat,RURAL,#REF!,0,0
12823022,NL,ILOCOS NORTE,VINTAR,Esperanza,RURAL,#REF!,0,0
12823023,NL,ILOCOS NORTE,VINTAR,Ester,RURAL,#REF!,0,0
12823024,NL,ILOCOS NORTE,VINTAR,Isic Isic,RURAL,#REF!,0,0
12823027,NL,ILOCOS NORTE,VINTAR,Lubnac,RURAL,#REF!,0,0
12823028,NL,ILOCOS NORTE,VINTAR,Mabanbanag,RURAL,#REF!,0,0
12823030,NL,ILOCOS NORTE,VINTAR,Alejo Malasig,RURAL,#REF!,0,0
12823031,NL,ILOCOS NORTE,VINTAR,Manarang,RURAL,#REF!,0,0
12823033,NL,ILOCOS NORTE,VINTAR,Margaay,RURAL,#REF!,0,0
12823035,NL,ILOCOS NORTE,VINTAR,Namoroc,RURAL,#REF!,0,0
12823038,NL,ILOCOS NORTE,VINTAR,Malampa (Peninaan-Malampa),RURAL,#REF!,0,0
12823039,NL,ILOCOS NORTE,VINTAR,Parparoroc,RURAL,#REF!,0,0
12823040,NL,ILOCOS NORTE,VINTAR,Parut,RURAL,#REF!,0,0
12823047,NL,ILOCOS NORTE,VINTAR,Salsalamagui,RURAL,#REF!,0,0
12823049,NL,ILOCOS NORTE,VINTAR,San Jose (Lipay),RURAL,#REF!,0,0
12823050,NL,ILOCOS NORTE,VINTAR,San Nicolas (Pob.),RURAL,#REF!,0,0
12823051,NL,ILOCOS NORTE,VINTAR,San Pedro (Pob.),RURAL,#REF!,0,0
12823052,NL,ILOCOS NORTE,VINTAR,San Ramon (Pob.),RURAL,#REF!,0,0
12823053,NL,ILOCOS NORTE,VINTAR,San Roque (Pob.),RURAL,#REF!,0,0
12823054,NL,ILOCOS NORTE,VINTAR,Santa Maria (Pob.),RURAL,#REF!,0,0
12823056,NL,ILOCOS NORTE,VINTAR,Tamdagan,RURAL,#REF!,0,0
12823058,NL,ILOCOS NORTE,VINTAR,Visaya,RURAL,#REF!,0,0
12901001,NL,ILOCOS SUR,ALILEM,Alilem Daya (Pob.),RURAL,#REF!,0,0
12901002,NL,ILOCOS SUR,ALILEM,Amilongan,RURAL,#REF!,0,0
12901003,NL,ILOCOS SUR,ALILEM,Anaao,RURAL,#REF!,0,0
12901004,NL,ILOCOS SUR,ALILEM,Apang,RURAL,#REF!,0,0
12901005,NL,ILOCOS SUR,ALILEM,Apaya,RURAL,#REF!,0,0
